TargetSiteID,Site name,Site type,Owner type,Company,Easting,Northing,StatusSummary,Status_2012,Status_2013,Status_2014,Status_2015,Status_2016,Status_2017,Status_2018,Status_2019,Status_2020,Survey_2012,Survey_2013,Survey_2014,Survey_2015,Survey_2016,Survey_2017,Survey_2018,Survey_2019,Survey_2020,SPHN_2013,SPHN_2014,SPHN_2015,SPHN_2016,SPHN_2017,SPHN_2018,SPHN_2019,SPHN_2020,Spray_2013,Spray_2014,Spray_2015,Spray_2016,Spray_2017,Spray_2018,Spray_2019,Spray_2020,Nest removal_2013,Nest removal_2014,Nest removal_2015,Nest removal_2016,Nest removal_2017,Nest removal_2018
12142,South of Blind Lane (Fernhill Wood),Other open space,Local Authority,City of London Corporation,539252,197345,Not infested,,,,,Not infested,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,,,,,,,,
12143,"Garage off Devitt Close, Ashtead",Residential garden,Private individual(s),,519199,159088,Infested,,,,,Not infested,Not infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
12145,In between 6 And 8 Old Hospital Close,Residential garden,Private individual(s),London and Quadrant Housing association.,527703,173196,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12146,Jaggard Way,Street tree,Local Authority,London Borough of Wandsworth,527821,173442,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12147,"Lanterns, Mott Street",Residential garden,Private individual(s),,539483,197721,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12148,"Linkfield Court, 78 Auckland Road, London",Residential garden,Private individual(s),,533556,169510,Infested,,,,,Infested,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,
12149,Lippetts Hill verge (east),Road verge,Local Authority,City of London Corporation,539545,197426,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12150,"Lippits end, Mott Street",Residential garden,Private individual(s),,539402,197689,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12151,"Manor Lodge, Tidmarsh Lane",Residential garden,Private individual(s),,463166,174694,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12152,Mill Corner Farm,Farm / agricultural land,Public / private organisation,C and C Systems,463736,174340,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12153,Moor Copse Nature Reserve,Nature reserve,Public / private organisation,BBOWT,463345,173835,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12154,Mott Street,Road verge,Local Authority,Enfield Council,539364,197743,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12155,Netherhouse Farm And Aldergrove Wood,Farm / agricultural land,Public / private organisation,Netherhouse Farm,539554,197428,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12156,"North Drive, SW16",Road verge,Local Authority,London Borough of Wandsworth,529151,171836,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,,
12158,"Owls Farm, Cattlegate Road",Farm / agricultural land,Local Authority,Enfield Council,530506,200266,Not infested,,,,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
12160,R.Gray & Sons Stone Masons,Amenity,Public / private organisation,R.Gray & Son Monumental Masons,535026,174139,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12161,Railway next to Capel Manor College Farm,Railway / underground,Network Rail,Network Rail Ltd,534200,170520,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12162,Scrubland north of Blind Lane,Other open space,Local Authority,City of London Corporation,539289,197375,Infested,,,,,Infested,Not infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,,,,,,,,,,
12164,St Francesca Cabrini Primary School,School grounds,School,St Francesca Cabrini Primary School,535339,174021,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12165,"Streatham Park Bowling Club, Pringle Gardens, SW16 1SH",Recreation ground / sports field,Public / private organisation,Streatham Park Bowling Club,529112,171726,Infested,,,,,Infested,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,,
12166,Studio Cottage,Residential garden,Private individual(s),,512426,162347,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12167,Sulham Wood,Woodland,Public / private organisation,Sulham Farm Estate,465318,173967,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12169,"Tidmarsh House, Tidmarsh Lane",Residential garden,Private individual(s),,463415,174758,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12170,Tidmarsh Lane,Road verge,Local Authority,West Berkshire Council,463143,174696,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12174,Ullathorne Road,Street tree,Local Authority,London Borough of Wandsworth,529205,171617,Infested,,,,,Not infested,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,
12175,"Wandle Housing, Wilkinson Gardens",Woodland,Public / private organisation,"Neighbourhood Officer, Wandle Housing Association Ltd",533269,169553,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12176,"Wigmore Wood, Englefield Estate",Woodland,Public / private organisation,Englefield Estate,462994,171138,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12178,Yew Tree Lodge,Formal garden,Private individual(s),,529125,171648,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12179,123 St Giles Avenue,Residential garden,Private individual(s),,508499,185750,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12180,Nicola Farm,Farm / agricultural land,Private individual(s),,527519,160061,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12181,Hundred Pound Bridge Wood,Woodland,Unknown,,511991,156815,Not infested,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,
12182,Small Green between Pinewood Green And Ash Close,Road verge,Local Authority,,502276,184104,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12183,34 Manor Way,Residential garden,Private individual(s),,550622,175747,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12184,"Ockham Lane, near junction With Ockham Road North",Road verge,Local Authority,Surrey County Council,507266,156707,Infested,,,,Infested,Not infested,,Not infested,,,,,,Surveyed,Surveyed,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
12185,"Oak Tree Nurseries, Stroude Road",Farm / agricultural land,Public / private organisation,Edward Vinson,500677,168824,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12186,"Oak View, off Stroude Road",Residential garden,Private individual(s),,500626,168983,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12187,"Holmwood, Bishopsgate Road",Residential garden,Private individual(s),,498337,172137,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12188,Mulbery Close,Road verge,Local Authority,London Borough of Wandsworth,529212,171781,Infested,,,,,Not infested,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,
12189,20 Dovercourt Road,Residential garden,Private individual(s),,533508,174379,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12190,22 Dovercourt Road,Residential garden,Private individual(s),,533511,174381,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12191,Bello Close,Road verge,Local Authority,,531715,173497,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12195,"Chalkpits Farm, Englefield Estate",Woodland,Private individual(s),,462277,173220,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12197,Land Beside River Thames,Farm / agricultural land,Unknown,,462976,177089,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12199,Manor Way Woodland,Woodland,Local Authority,London Borough of Bexley,550660,175626,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12203,UK Power Network Site 70685 - Moorhead Way,Other,Unknown,UK Power Networks,540534,175455,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12204,Walliscote Farm,Farm / agricultural land,Public / private organisation,Walliscote Farm,463016,177137,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12205,Wigmore Wood And Surrounds,Woodland,Unknown,,462944,170885,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12208,Queen Elizabeth Olympic Park (Wetland Walk - East Village),Park / public garden,Public / private organisation,East Village Management Ltd,537853,184836,Infested,,,Not infested,Not infested,Infested,Not infested,Not infested,,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,
12209,Queen Elizabeth Olympic Park (London Borough of Hackney),Park / public garden,Local Authority,London Borough of Hackney,537407,185371,Not infested,,,Not infested,Not infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
12210,Queen Elizabeth Olympic Park (London Continental Railways),Railway / underground,Network Rail,,538111,184390,Infested,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12211,Queen Elizabeth Olympic Park (London Legacy Development Corporation),Park / public garden,Public / private organisation,London Legacy Development Corporation,537433,185014,Infested,,,Not infested,Not infested,Infested,Not infested,Infested,Infested,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,Nest removal
12212,"Hill Farm, Woodmansterne Street",Farm / agricultural land,Private individual(s),,527289,159818,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12213,"Oakwood House, 4 Broomfield Ride Oxshott",Residential garden,Private individual(s),,514686,161215,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12214,"Ockley Court, Oakhill Road",Residential garden,Private individual(s),Sutton Housing Partnership,526338,164925,Infested,,,,,Not infested,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
12215,"Hurlingham House, Montrose Gardens, Oxshott",Residential garden,Private individual(s),,514772,161238,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12216,"Oldstocks, Blundel Lane, Stoke D'abernon",Residential garden,Private individual(s),,512754,159322,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12217,"Hyver Hall, Barnet Road",Residential garden,Private individual(s),,521144,194954,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12218,"Osborne House, 2 Broomfield Ride, Oxshott",Residential garden,Private individual(s),,514618,161222,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12219,Roundshaw open Space,Woodland,Local Authority,London Borough of Sutton,530500,162829,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12220,Ravensbury Park,Woodland,Local Authority,London Borough of Merton,526664,168074,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12221,River Bank Behind Birchen Grove,Canal / river bank,Local Authority,London Borough of Brent,520788,186733,Not infested,,,,,Not infested,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,
12223,Irvine Place,Road verge,Local Authority,Surrey County Council,500169,167868,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12224,"Jakella, Pinewood Road",Residential garden,Private individual(s),,501947,184156,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12225,Phipps Bridge Road Riverside,Road verge,Local Authority,London Borough of Merton,526393,169367,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12227,61 Mount Pleasant,Residential garden,Private individual(s),,511620,186597,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12228,53 Mount Pleasant,Residential garden,Private individual(s),,511645,186554,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12229,63 Mount Pleasant,Residential garden,Private individual(s),,511613,186612,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12230,Park Hill Allotments,Allotment,Local Authority,,533817,165031,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12231,"Southlands, Fair Oak Lane, Oxshott",Residential garden,Private individual(s),,514804,161410,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12232,"Oak Cottage, Stoke Close",Residential garden,Private individual(s),,512673,159361,Not infested,,,,,Not infested,,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12234,Karibu Children's Home,School grounds,Public / private organisation,,519141,160172,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12235,Pinewood Road vacant Lot,Other,Unknown,,501975,183936,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12236,"London Borough Staff Car Park, Adjacent Langcroft",Car park,Local Authority,London Borough of Sutton,527851,165070,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12237,Property Development at the Start of The Spinney 3 Houses,Residential garden,Private individual(s),,514468,161467,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12238,Land Along Drain between Glebe Primary School & Ickenham Marsh,Other,Local Authority,,508578,185670,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12239,Railway Bank Behind 31 Scott Farm Close,Railway / underground,Network Rail,,516724,166368,Infested,,,,,Infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12240,"Linley House, Montrose Gardens, Oxshott",Residential garden,Private individual(s),,514921,161289,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12242,Railway Side of Kenton Recreation ground,Railway / underground,Network Rail,Network Rail Ltd,516315,188829,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12243,Railway West of Trumpsgreen Road,Railway / underground,Network Rail,,500037,167713,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12244,Lyne Road,Road verge,Local Authority,Surrey County Council Highways Department,500004,167470,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12245,Rear Pankhurst Road,Amenity,Local Authority,Elmbridge Borough Council,511039,166797,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12248,Rokeby Rugby School,School grounds,School,Rokeby School,520710,165734,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12249,Rose Way flats,Residential garden,Local Authority,London Borough of Barnet,520436,192773,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12250,"Round the Back in the Alleyway near 69 Pankhurst Road, Walton-on-Thames KT12 2JW",Footpath,Local Authority,,511092,166967,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12252,Mulberry House Whitehall Farm Lane,Residential garden,Private individual(s),,500408,169008,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12253,Shaw Drive Street tree,Street tree,Local Authority,,511170,166734,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12254,Shepperton Studios,Other,Public / private organisation,Pinewood Studios,506782,168573,Infested,,,,,Not infested,,,,Infested,,,,,,Surveyed,,,Surveyed,,,,,,,,SPHN issued,,,,,,,,,,,,,,
12255,Hillcross Primary School,School grounds,School,Hillcross Primary School,524500,168179,Infested,,,,,Infested,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,,
12256,"Ewell Road, Sutton",Street tree,Local Authority,London Borough of Sutton,523914,163531,Infested,,,,,Not infested,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,Nest removal,
12257,"Portsmouth Road, Elmbridge",Street tree,Local Authority,Surrey County Council Highways Department,512319,162044,Infested,,,,,Not infested,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,,,,,,,,Nest removal,
12258,"Wimborne House, 227-231 Bedford Hill, London SW12 9HU, UK",Residential garden,Private individual(s),,529102,172487,Infested,,,,Not infested,,,,Infested,,,,,Surveyed,,,,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
12259,80 Culverden Road,Residential garden,Private individual(s),,529164,172525,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
12260,"Street tree outside 451 Green Wrythe Lane, Carshalton",Street tree,Local Authority,,526851,167095,Not infested,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,
12262,"Lennox House, Manor Way",Residential garden,Private individual(s),,540375,175399,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12263,M1 Shelterbelt Adjacent to Dallas Road NW4 3JD,Railway / underground,TFL,Transport for London,522402,187829,Infested,,,,,Infested,,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,,,,,,,,,,,,,,,,
12302,Mortals Wood,Woodland,Unknown,,533799,206473,Not infested,,,,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,
12500,35 Wricklemarsh Road SE3 8DH,Residential garden,Private individual(s),,540951,176611,Infested,,,,,,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
12501,"7 Hodder Drive, Perivale UB6 8LH",Residential garden,Private individual(s),,515771,183145,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12502,Junction Elmington Road And Sansom Street (street trees),Street tree,Local Authority,Southwark Council,532845,177021,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
12503,Hollow Pond,Park / public garden,Local Authority,City of London Corporation,539263,188763,Infested,,,,,,Infested,Infested,Infested,,,,,,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,Spraying,,,,,,,,,
12504,St Paul's School,School grounds,School,St Paul's School,522622,178117,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12505,Guildford Borough Council - Winter 2016 OPM Surveys,Other,Unknown,,508569,154986,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12506,"Middleton Road, Morden",Street tree,Local Authority,London Borough of Merton,525664,167219,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,
12508,Horton Country Park,Park / public garden,Local Authority,Epsom and Ewell Borough Council,519553,163649,Infested,,,,,,Infested,Infested,Infested,Infested,,,,,,Surveyed,Surveyed,Surveyed,Surveyed,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
12511,47 Regents Park Road,Residential garden,Private individual(s),,528119,183768,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12512,"5 North Drive, SW16 1RJ",Residential garden,Private individual(s),,529267,171755,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,
12514,58 Elthorne Way,Residential garden,Local Authority,London Borough of Brent,520875,188171,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,
12515,5a North Drive,Residential garden,Private individual(s),,529256,171800,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
